ORIGINAL,NORMALIZADOS
RT @revistaoeste : Governadores e prefeitos deram reajuste ilegal a servidores em meio ao surto de covid-19 https://t.co/euCtozVd9z,RT @revistaoeste : Governadores e prefeitos deram reajuste ilegal a servidores em meio ao surto de covid-19.
"RT @Digenes53250620 : @otonjunior @alexandregarcia A Covid-19 mata com certeza, pois já matou milhares no Brasil. Os medicamentos ministrados precocemente, incluindo a cloroquina, não mataram ninguém até agora! Por que não tomá-los? Não sejam idiotas, em caso de Covid, tomem tudo que tiver disponível, o quanto antes..","RT @Digenes53250620 : @otonjunior @alexandregarcia A Covid-19 mata com certeza, pois já matou milhares no Brasil. Os medicamentos ministrados precocemente, incluindo a cloroquina, não mataram ninguém até agora! Por que não tomá-los? Não sejam idiotas, em caso de Covid, tomem tudo que tiver disponível, quanto antes."
"RT @UOLNoticias : Recorde após recorde, Brasil beira 2.000 mortes pela covid em um dia https://t.co/AfI0YFzXJW","RT @UOLNoticias : Recorde após recorde, Brasil beira 2.000 mortes pela covid em um dia https://t.co/AfI0YFzXJW"
"RT @slpng_giants_pt : 1972: RECORDE DE MORTES POR COVID-19 NAS ÚLTIMAS 24 HORAS

E no mesmo dia o Terça Livre debocha das mortes ao compartilhar um falso tratamento precoce. @YouTubeBrasil, vamos parar de lucrar com esse tipo de conteúdo odioso e fraudulento? Pfv desmonetize!✊🏽#SleepingGiantsBrasil https://t.co/ikHucYlhMq","

RT @slpng_giants_pt : 1972, RECORDE DE MORTES POR COVID-19 NAS ÚLTIMAS 24 HORAS.

No mesmo dia o Terça Livre debocha das mortes ao compartilhar um falso tratamento precoce. @YouTubeBrasil, vamos parar de lucrar com essa categoria de conteúdo odioso e fraudulento? Por favor, desmonetize! #SleepingGiantsBrasil.

"
"RT @delucca : Somos o país do mundo com maior número de mortos por Covid-19. Graças a gestão desastrosa e genocida de Jair Bolsonaro em relação a pandemia, viramos o epicentro global desta desgraça. https://t.co/QnSxjPNL3M","RT @delucca : Somos o país com maior número de mortos por Covid-19. Graças a gestão desastrosa e genocida de Jair Bolsonaro em relação à pandemia, viramos o epicentro global desta desgraça."
"RT @cubanonobrasil : Brasil bate recorde com 1.954 mortes em 24 h e atinge maior média de óbitos
Infelizmente ao passo que vamos chegamos aos 2000 por dia!!!!!!! https://t.co/oMXM4VphFT via @UOLNoticias @UOL"," RT @cubanonobrasil : Brasil bate recorde com 1954 mortes em 24 h e atinge maior média de óbitos
Infelizmente ao passo que vamos chegamos aos 2000 por dia! Via @UOLNoticias @UOL.
"
"RT @VEJA : CoronaVac é eficaz contra a variante da Covid-19 identificada em Manaus, diz estudo  https://t.co/99pvWjq0SK https://t.co/vT4YvyfSiB","RT @VEJA : CoronaVac é eficaz contra a variante da Covid-19 identificada em Manaus, diz estudo."
"@L16neves @drauziovarella Sabe o que vai nos salvar? VACINAÇÃO, esse sim é o método mais eficaz e cientificamente comprovado que funciona no mundo inteiro e que está salvando vidas. Mas enquanto a vacinação está em andamento por aqui, por favor se cuidem e sigam todos os protocolos de combate à covid-19","@L16neves @drauziovarella Sabe o que vai nos salvar? VACINAÇÃO, esse sim, é o método mais eficaz e cientificamente comprovado que funciona no mundo inteiro e que está salvando vidas. Mas enquanto a vacinação está em andamento por aqui, por favor se cuidem e sigam todos os protocolos de combate à covid-19"
"@LimaRaq Passei o ano passado inteiro preocupado em pegar e transmitir para meus pais e minha sogra.
Esse ano já tô preocupado em pegar e ter complicações. 
Agora o COVID-19 está pegando pesado com nós mais ""jovens""."," @LimaRaq Passei o ano passado inteiro preocupado em pegar e transmitir para meus pais e minha sogra.
Esse ano já tô preocupado em pegar e ter complicações.
Agora a COVID-19 está pegando pesado conosco, mais ""jovens"".
"
"RT @secomvc : Cerca de 2 mil leitos para o combate à Covid-19 já foram disponibilizados por hospitais federais universitários da Rede Ebserh/MEC.

Aproximadamente mais 170 leitos estão previstos em seis unidades hospitalares.

Leia mais em: https://t.co/jYAI758bkx https://t.co/3g3QX2B9tE"," RT @secomvc : Cerca de 2 mil leitos para o combate à Covid-19 já foram disponibilizados por hospitais federais universitários da Rede Ebserh/MEC.

Aproximadamente mais 170 leitos estão previstos em seis unidades hospitalares.
"
"Lembrando que @Biakicis usou uma máscara fazendo chacota com os mortos por COVID-19. Pois na máscara que ela usava estava a frase ""E daí?"", tal frase fazendo alusão a resposta que Jair Bolsonaro deu quando o mesmo foi perguntado sobre os mortos por COVID-19.","Lembrando que @Biakicis usou uma máscara fazendo chacota com os mortos por COVID-19. Pois, na máscara que ela usava estava a frase ""E daí?"", tal frase fazendo alusão a resposta que Jair Bolsonaro deu quando o mesmo foi perguntado sobre os mortos por COVID-19."
RT @jorgeviana : Um crime com nome e sobrenome....Brasil bate recorde com 1.954 mortes em 24 h e atinge maior média de óbitos https://t.co/c1XhWKCRi2 via @UOLNoticias @UOL,"RT @jorgeviana : Um crime com nome e sobrenome… Brasil bate recorde com 1954 mortes em 24 h e atinge maior média de óbitos, via @UOLNoticias @UOL"
"E os três discípulos do Messias, já voltaram da missão apostólica em Israel?
#Covid_19 
#COVID19 
#BolsonaroGenocida
#MoroLivre
#prayforbrazil"," E os três discípulos do Messias, já voltaram da missão apostólica em Israel?
#Covid_19
#COVID19
#BolsonaroGenocida
#MoroLivre
#prayforbrazil
"
Entre hoje e amanhã minha casa vive novos ciclos. Meus pais acabam de sair de isolamento da COVID-19 e meu irmão recomeça a construção de seu lar. Há um mistério na vida que só se entende quem desperta para a vida que já tem: o segredo do contentamento.,Entre hoje e amanhã minha casa vive novos ciclos. Meus pais acabam de sair de isolamento da COVID-19 e meu irmão recomeça a construção de seu lar. Há um mistério na vida que só se entende quem desperta para a vida que já tem: o segredo do contentamento.
"RT @josegallucci : 👉Insisto, quanto custou ao erário esta piada? Com 2 mil mortos/dia e sem vacinas suficientes esta é a principal ação do governo no combate à COVID-19?

Spray nasal em teste não é milagre nem supera vacina, diz médico que liderou força anti-Covid em Israel https://t.co/lxwgITDkSl"," RT @josegallucci : Insisto, quanto custou ao erário essa piada? Com 2 mil mortos/dia e sem vacinas suficientes esta é a principal ação do governo no combate à COVID-19?

‘Spray’ nasal em teste não é milagre nem supera vacina, diz médico que liderou força anti-Covid em Israel.
"
"RT @nadanovonofront : Araraquara, que teve coragem de fazer lockdown há quinze dias, agora vê uma queda expressiva de novos casos de COVID 19. Funciona demais, é só ter coragem de fazer https://t.co/XiVRpkuFU1","RT @nadanovonofront : Araraquara, que teve coragem de fazer lockdown há quinze dias, agora vê uma queda expressiva de novos casos de COVID 19. Funciona demais, é só ter coragem de fazer."
"RT @camaradeputados : O presidente da Câmara dos Deputados, @ArthurLira_ (PP-AL), reconheceu a importância da parceria comercial entre Brasil e China e pediu ajuda ao governo chinês para a superação da pandemia de Covid-19. https://t.co/wSKlW9QHzB https://t.co/sWFM9nY7dG","RT @camaradeputados : O presidente da Câmara dos Deputados, @ArthurLira_ (PP-AL), reconheceu a importância da parceria comercial entre o Brasil e China e pediu ajuda ao governo chinês para a superação da pandemia de Covid-19."
"RT @randolfeap : Na última semana, quase 20% das mortes por Covid-19 no planeta foram de brasileiros. Pelo menos 3 de cada 4 dessas mortes poderiam ter sido evitadas. Hoje, perdemos mais 1972 compatriotas. O recorde trágico da pandemia no Brasil.

Nunca foi tão urgente instalar uma CPI. https://t.co/VxyXPJ61zh"," RT @randolfeap : Na última semana, quase 20% das mortes por Covid-19 no planeta foram de brasileiros. Pelo menos 3 de cada 4 dessas mortes poderiam ter sido evitadas. Hoje, perdemos mais 1972 compatriotas. O recorde trágico da pandemia no Brasil.

Nunca foi tão urgente instalar uma CPI.
"
"RT @contagemcorona1 : ""VOLTA ÀS AULAS""

23 mil suspeitas, mais e 4 mil casos de #COVID19 confirmados e 21 mortos. Este é o saldo em SP:

https://t.co/q7Pa2N52Hs"," RT @contagemcorona1 : ""VOLTA ÀS AULAS""

23 mil suspeitas, mais e 4 mil casos de #COVID19 confirmados e 21 mortos. Este é o saldo em SP.
"
"RT @O_kraken_br : Oi @jdoriajr Sabe explicar por que a @sabesp gastou R$ 2.949.000,00 para AQUISIÇÃO DE TABLETS PARA USO DO SISTEMA DE REGISTRO DE VACINAS-VIDA (CAMPANHA DE VACINAÇÃO CONTRA A COVID-19)??? Por acaso vocês são uma autarquia da saúde??? https://t.co/0BjMUlKjU5","RT @O_kraken_br : Oi!? @jdoriajr Sabe explicar por que a @sabesp gastou R$ 2.949.000,00 para AQUISIÇÃO DE TABLETS PARA USO DO SISTEMA DE REGISTRO DE VACINAS-VIDA (CAMPANHA DE VACINAÇÃO CONTRA A COVID-19)? Por acaso vocês são uma autarquia da saúde?"
"RT @UpdateKBoys : A Starship anunciou que o Shownu do Monsta X não irá participar do evento do single japonês do grupo, pois ele precisa se auto-isolar, enquanto espera o seu resultado do teste da COVID-19.

Ele foi testado apenas como requisito para a sua agenda pessoal. https://t.co/DnR6574vJP"," RT @UpdateKBoys : A Starship anunciou que o Shownu do Monsta X não irá participar do evento do single japonês do grupo, pois ele precisa se auto-isolar, enquanto espera o seu resultado do teste da COVID-19.

Ele foi testado apenas como requisito para a sua agenda pessoal.
"
RT @do_genocida : O BRASIL ENTRANDO EM COLPSO E NÃO PODEMOS  CHAMAR DE GENOCIDA?           Evolução da ocupação dos leitos de UTI Covid 19 segundo a Fundação Fiocruz. #BolsonaroGenocida https://t.co/ZXs8jO8JBb,RT @do_genocida : O BRASIL ENTRANDO EM COLAPSO E NÃO PODEMOS CHAMAR DE GENOCIDA? Evolução da ocupação dos leitos de UTI Covid 19 segundo a Fundação Fiocruz. #BolsonaroGenocida.
"Antes de iniciarmos os trabalhos do Big Tóxico Brasil (BBB), informo que a Colombia e o Chile suspenderam os voos vindos do BR por tempo indeterminado devido a nova variante da COVID-19 que só se desenvolveu diante as práticas negacionistas e anti-sanitárias do @jairbolsonaro","Antes de iniciarmos os trabalhos do Big Tóxico Brasil (BBB), informo que a Colômbia e o Chile suspenderam os voos vindos do BR por tempo indeterminado devido a nova variante da COVID-19 que só se desenvolveu diante as práticas negacionistas e anti-sanitárias do @jairbolsonaro."
"Nesta terça-feira, 9 de março, foram confirmados três novos casos da covid-19. Trata-se de uma mulher e dois homens.

Temos ainda três pacientes internados no Hospital Municipal e dez internados em Vitória da Conquista.

FIQUE EM CASA! USE MÁSCARA! 

#pmbc #barradochoça https://t.co/MHoNjbpxSd"," Nesta terça-feira, 9 de março, foram confirmados três novos casos da covid-19. Trata-se de uma mulher e dois homens.

Temos ainda três pacientes internados no Hospital Municipal e dez internados em Vitória da Conquista.

FIQUE EM CASA! USE MÁSCARA!

#pmbc #barradochoça
."
"NÃO É POSSÍVEL! 🤦‍♀️🤦‍♀️
Agora, sim, o meteoro chegou! 

Senado vai debater 'tratamento profilático' contra covid-19 — Senado Notícias https://t.co/sjPdsCzMEd"," NÃO É POSSÍVEL!
Agora, sim, o meteoro chegou!

Senado vai debater 'tratamento profilático' contra covid-19 — Senado Notícias.
"
RT @plantao190 : Recebemos uma informações de um profissional da Saúde que todos hospitais de Curitiba fecharam as portas agora a noite para pacientes de Covid-19. No Hospital do Trabalhador há uma fila de ambulâncias aguardando para ver se conseguem alguma vaga.,RT @plantao190 : Recebemos umas informações de um profissional da Saúde que todos os hospitais de Curitiba fecharam as portas agora a noite para pacientes de Covid-19. No Hospital do Trabalhador há uma fila de ambulâncias aguardando para ver se conseguem alguma vaga.
"RT @bollemdb : Cerca de 1/3 dos “recuperados” de COVID-19 sofrem de algum sintoma ou sintomas meses após a doença. O problema é comum mesmo entre casos leves ou assintomáticos. Esse é um seríssimo problema para a saúde pública:

https://t.co/O4OPfu8XZB",RT @bollemdb : Cerca de 1/3 dos “recuperados” de COVID-19 sofrem de algum sintoma ou sintomas meses após a doença. O problema é comum mesmo entre casos leves ou assintomáticos. Esse é um seríssimo problema para a saúde pública.
